h,e,a,d,i,n,g,_,r,o,w
"['EUW1_6958175212', 2, 46, 9, 0, 0, 0, 0, 8, 1, 387, 94, 26737, 31139, 31713, 6, 42, 10, 1, 0, 1, 0, 2, 417, 95, 28704, 31170, 31542, 0]"
"['EUW1_6958138411', 4, 32, 5, 0, 0, 0, 0, 11, 0, 381, 102, 24913, 29770, 26681, 6, 83, 10, 2, 0, 4, 0, 2, 418, 81, 30160, 30688, 21683, 0]"
"['EUW1_6958033428', 3, 29, 11, 1, 0, 0, 0, 5, 0, 352, 83, 25305, 31514, 27439, 6, 34, 7, 0, 0, 1, 0, 0, 388, 93, 26200, 29097, 32661, 0]"
"['EUW1_6957955276', 3, 32, 13, 0, 0, 3, 0, 8, 0, 382, 80, 29997, 30387, 32331, 7, 38, 16, 2, 0, 1, 0, 10, 365, 89, 28599, 30266, 32502, 1]"
"['EUW1_6957369465', 3, 39, 11, 0, 0, 1, 0, 11, 1, 402, 87, 27984, 30912, 34680, 7, 31, 12, 1, 0, 2, 0, 2, 417, 96, 29960, 31880, 32705, 1]"
"['EUW1_6957271177', 6, 39, 19, 0, 0, 1, 0, 5, 0, 342, 111, 30205, 31973, 31338, 5, 35, 11, 1, 0, 0, 0, 2, 326, 72, 25428, 27010, 34985, 1]"
"['EUW1_6957201156', 4, 71, 7, 1, 0, 0, 0, 10, 0, 392, 82, 25237, 29137, 29532, 7, 111, 9, 1, 0, 1, 0, 0, 395, 120, 29602, 31526, 27831, 1]"
"['EUW1_6957036075', 8, 29, 16, 0, 0, 0, 0, 17, 1, 358, 89, 30116, 30112, 27376, 4, 29, 16, 1, 1, 4, 0, 4, 373, 115, 32500, 31502, 32676, 0]"
"['EUW1_6956923731', 4, 39, 7, 2, 0, 0, 0, 15, 0, 375, 78, 24920, 29278, 24249, 5, 32, 11, 0, 0, 2, 0, 2, 369, 93, 29044, 30704, 31947, 0]"
"['EUW1_6956874347', 5, 30, 12, 1, 0, 0, 0, 10, 1, 380, 114, 29507, 32119, 40395, 3, 35, 13, 1, 0, 1, 0, 3, 362, 102, 28647, 31602, 30601, 0]"
"['EUW1_6956845188', 7, 22, 10, 0, 0, 0, 0, 3, 0, 406, 71, 28052, 30048, 25999, 3, 29, 17, 2, 0, 2, 0, 6, 344, 107, 29328, 30522, 32180, 0]"
"['EUW1_6956438915', 7, 32, 13, 0, 0, 2, 0, 8, 1, 336, 90, 28785, 26865, 30726, 8, 33, 13, 2, 0, 1, 0, 4, 399, 65, 28178, 30103, 31984, 0]"
"['EUW1_6956398801', 8, 35, 10, 1, 1, 2, 0, 7, 1, 400, 139, 30157, 35195, 31877, 3, 26, 4, 0, 0, 0, 0, 5, 413, 82, 23878, 31148, 30699, 1]"
"['EUW1_6956299305', 4, 27, 7, 1, 0, 0, 0, 11, 1, 326, 88, 23817, 28463, 26344, 6, 35, 8, 0, 1, 2, 0, 3, 434, 80, 28809, 30295, 27566, 0]"
"['EUW1_6956267009', 4, 33, 22, 1, 0, 2, 0, 7, 0, 364, 79, 32295, 32875, 47676, 4, 30, 15, 0, 0, 0, 0, 9, 315, 84, 28994, 30652, 37573, 1]"
"['EUW1_6955846959', 4, 62, 7, 0, 0, 1, 0, 15, 0, 380, 87, 27019, 29630, 27283, 7, 31, 10, 2, 0, 2, 0, 1, 394, 104, 28547, 30960, 29610, 0]"
"['EUW1_6955824803', 2, 29, 9, 1, 0, 0, 0, 8, 0, 347, 70, 24468, 26899, 31706, 8, 49, 16, 1, 0, 0, 0, 0, 360, 93, 28298, 29732, 35291, 0]"
"['EUW1_6955798620', 3, 37, 17, 1, 0, 1, 0, 9, 1, 385, 128, 30567, 34943, 38117, 1, 54, 4, 1, 0, 0, 0, 4, 384, 95, 24799, 30452, 26617, 1]"
"['EUW1_6955770720', 5, 34, 13, 1, 0, 1, 0, 8, 0, 415, 89, 29668, 31496, 37114, 1, 83, 8, 0, 0, 0, 0, 4, 337, 130, 25203, 28984, 23860, 1]"
